timestamp,open,high,low,close,volume
2025-07-30 19:00:00,574.0800,574.2900,573.9100,574.2850,33406
2025-07-30 18:45:00,574.0700,574.1200,573.8700,574.0800,74115
2025-07-30 18:30:00,573.4000,574.1100,573.4000,574.0700,48895
2025-07-30 18:15:00,573.2600,573.5800,573.1200,573.4050,25988
2025-07-30 18:00:00,573.6300,574.0000,573.1000,573.2500,118432
2025-07-30 17:45:00,572.7700,573.6800,572.7700,573.5000,134003
2025-07-30 17:30:00,572.2800,572.9000,572.2000,572.7900,33793
2025-07-30 17:15:00,572.2700,572.5600,568.0200,572.3150,104843
2025-07-30 17:00:00,572.4300,572.5500,572.1300,572.3488,65919
2025-07-30 16:45:00,572.3800,572.6800,568.0200,572.5500,179483
2025-07-30 16:30:00,572.4000,572.6000,572.2200,572.4100,197052
2025-07-30 16:15:00,568.0200,573.0500,568.0200,572.4100,557835
2025-07-30 16:00:00,568.1200,573.0300,567.8000,572.5800,2999875
2025-07-30 15:45:00,565.9300,568.2700,565.9300,568.1000,4201353
2025-07-30 15:30:00,566.0000,566.7300,565.7000,565.9300,2007391
2025-07-30 15:15:00,567.0500,567.4200,565.5600,565.9800,2831598
2025-07-30 15:00:00,566.3600,567.7400,565.0500,567.0500,5350892
2025-07-30 14:45:00,569.6550,569.9900,566.0700,566.3900,4486769
2025-07-30 14:30:00,569.8000,570.6200,568.8300,569.6670,2856260
2025-07-30 14:15:00,569.4500,569.8700,569.2800,569.7900,1315963
2025-07-30 14:00:00,569.4400,569.9000,568.7700,569.4800,1173740
2025-07-30 13:45:00,569.6400,569.6400,569.1000,569.4600,426708
2025-07-30 13:30:00,569.1200,569.7050,569.0500,569.6300,531763
2025-07-30 13:15:00,569.2500,569.3700,569.0800,569.1001,348567
2025-07-30 13:00:00,569.3100,569.4700,569.1100,569.2700,324746
2025-07-30 12:45:00,569.0950,569.3652,569.0500,569.3000,337693
2025-07-30 12:30:00,569.3350,569.4900,568.9400,569.0800,362969
2025-07-30 12:15:00,569.1900,569.6000,569.1800,569.3300,602898
2025-07-30 12:00:00,569.1950,569.2500,568.9000,569.1900,440808
2025-07-30 11:45:00,568.5600,569.2100,568.3950,569.2000,592540
2025-07-30 11:30:00,568.1800,568.6100,567.9100,568.5650,525400
2025-07-30 11:15:00,568.0600,568.6100,567.8750,568.1700,882647
2025-07-30 11:00:00,568.8350,569.0901,567.9200,568.0600,812622
2025-07-30 10:45:00,568.9200,569.4680,568.7750,568.8493,782325
2025-07-30 10:30:00,568.5800,569.1500,568.5800,568.9150,902741
2025-07-30 10:15:00,567.9800,569.0000,567.9400,568.5700,1028870
2025-07-30 10:00:00,568.0600,568.4450,567.6700,567.9800,1015606
2025-07-30 09:45:00,568.6300,569.1100,567.7600,568.0600,1728876
2025-07-30 09:30:00,568.1800,568.6900,567.2700,568.6500,2341472
2025-07-30 09:15:00,568.0900,568.2500,567.9200,568.1650,32106
2025-07-30 09:00:00,568.2300,568.2800,567.7900,568.1000,51606
2025-07-30 08:45:00,568.4600,568.6000,567.2600,568.2600,70963
2025-07-30 08:30:00,568.0500,568.5800,567.8600,568.4750,117319
2025-07-30 08:15:00,568.2700,568.4800,567.9300,568.0900,55508
2025-07-30 08:00:00,568.4988,569.0002,470.2499,568.3000,122050
2025-07-30 07:45:00,568.7000,569.0000,568.6700,568.6900,51103
2025-07-30 07:30:00,568.8000,568.9400,568.5500,568.7000,24350
2025-07-30 07:15:00,568.5200,568.8400,568.4500,568.7900,13451
2025-07-30 07:00:00,568.6700,568.7300,568.4800,568.4800,20416
2025-07-30 06:45:00,568.5700,568.6800,568.5000,568.6800,7647
2025-07-30 06:30:00,568.4200,568.6100,568.3600,568.5900,28975
2025-07-30 06:15:00,568.4800,568.6100,568.3100,568.3900,13841
2025-07-30 06:00:00,568.3200,568.4900,568.2200,568.4600,9751
2025-07-30 05:45:00,567.9400,568.3200,567.9000,568.3100,10190
2025-07-30 05:30:00,568.1400,568.2000,567.9000,567.9800,7888
2025-07-30 05:15:00,568.2600,568.4300,568.1300,568.1800,9689
2025-07-30 05:00:00,568.1200,568.2600,568.0700,568.2100,10278
2025-07-30 04:45:00,568.1500,568.2400,567.9600,568.1000,3722
2025-07-30 04:30:00,568.0100,568.2000,567.6400,568.1800,14145
2025-07-30 04:15:00,568.4200,568.4300,567.9500,568.0200,10348
2025-07-30 04:00:00,568.4400,568.7700,568.3000,568.4200,16986
2025-07-29 19:45:00,567.8100,567.8300,567.5604,567.8200,16732
2025-07-29 19:30:00,567.7800,567.9500,567.7800,567.8300,9918
2025-07-29 19:15:00,567.7300,567.8300,567.6800,567.7600,3195
2025-07-29 19:00:00,567.7500,567.8700,567.6200,567.6800,19691
2025-07-29 18:45:00,567.5250,567.7900,567.5110,567.6700,7065
2025-07-29 18:30:00,567.5000,567.5900,567.3800,567.5500,22446
2025-07-29 18:15:00,567.4800,567.6000,567.2600,567.4700,27461
2025-07-29 18:00:00,567.2800,567.6500,567.2100,567.4750,54683
2025-07-29 17:45:00,567.3350,567.4000,567.2600,567.2700,9404
2025-07-29 17:30:00,567.3400,567.3800,567.2400,567.3600,5662
2025-07-29 17:15:00,567.3200,567.4800,567.2800,567.3800,11546
2025-07-29 17:00:00,567.2500,567.3500,567.1800,567.3150,19764
2025-07-29 16:45:00,567.1599,567.2800,567.1000,567.2200,149701
2025-07-29 16:30:00,567.2900,567.3900,567.1200,567.1600,47871
2025-07-29 16:15:00,567.2600,567.3600,567.1200,567.2900,86028
2025-07-29 16:00:00,567.3300,568.5853,567.0000,567.3398,3100471
2025-07-29 15:45:00,567.1800,567.5200,566.8200,567.3300,4926020
2025-07-29 15:30:00,567.4100,567.5400,566.5300,567.1750,3218682
2025-07-29 15:15:00,568.0000,568.0300,567.3900,567.4000,888680
2025-07-29 15:00:00,567.8900,568.0800,567.7100,568.0000,706094
2025-07-29 14:45:00,568.2300,568.3490,567.7900,567.9000,635776
2025-07-29 14:30:00,567.8700,568.5600,567.8500,568.2150,703358
2025-07-29 14:15:00,568.1900,568.3500,567.6750,567.8700,476033
2025-07-29 14:00:00,568.2100,568.4600,568.0000,568.1900,787538
2025-07-29 13:45:00,567.8300,568.3200,567.4900,568.2207,1211333
2025-07-29 13:30:00,568.5800,568.7400,567.5700,567.8300,1008004
2025-07-29 13:15:00,568.7050,568.9900,568.5000,568.5699,1061911
2025-07-29 13:00:00,568.5800,568.8900,568.4000,568.7099,815367
2025-07-29 12:45:00,567.8900,568.5900,567.6400,568.5800,800460
2025-07-29 12:30:00,567.8400,568.0700,567.1800,567.9000,859375
2025-07-29 12:15:00,568.0100,568.2700,567.6050,567.8600,789617
2025-07-29 12:00:00,568.4800,568.7200,567.9300,568.0300,2126963
2025-07-29 11:45:00,567.4299,568.8800,567.4299,568.5100,2076419
2025-07-29 11:30:00,567.5400,568.2550,566.9200,567.4300,2190375
2025-07-29 11:15:00,568.7097,568.7400,567.4200,567.5450,2393069
2025-07-29 11:00:00,569.1100,569.4700,568.6200,568.7020,1403885
2025-07-29 10:45:00,569.7700,570.1000,568.8200,569.1350,1413564
2025-07-29 10:30:00,569.8800,570.3000,569.6900,569.7700,1425835
2025-07-29 10:15:00,570.1900,570.3400,569.4100,569.8900,1865761
2025-07-29 10:00:00,570.6900,570.7200,569.7250,570.2000,1861779
2025-07-29 09:45:00,571.3700,571.4700,569.8000,570.5600,2730184
2025-07-29 09:30:00,570.7600,572.1100,570.7100,571.3800,3147722
2025-07-29 09:15:00,570.5000,570.9100,524.7900,570.7900,113921
2025-07-29 09:00:00,570.4100,570.6100,570.2904,570.5200,51903
2025-07-29 08:45:00,570.6200,570.6500,567.7450,570.4000,86716
2025-07-29 08:30:00,570.7700,570.8400,570.5600,570.6100,45921
2025-07-29 08:15:00,570.9000,570.9400,570.6900,570.7750,45171
2025-07-29 08:00:00,570.8900,571.2000,568.1400,570.9000,104237
2025-07-29 07:45:00,570.6100,570.9300,570.5700,570.9300,24647
2025-07-29 07:30:00,570.7800,570.8700,570.3900,570.5700,21414
2025-07-29 07:15:00,570.8200,570.8900,570.6500,570.7800,24741
2025-07-29 07:00:00,570.8900,571.0600,570.7700,570.8200,41841
2025-07-29 06:45:00,570.9000,571.0300,570.8800,570.8900,11865
2025-07-29 06:30:00,570.8100,571.0000,570.7500,570.8900,22773
2025-07-29 06:15:00,570.8500,570.9000,570.7400,570.8300,7367
2025-07-29 06:00:00,570.9000,571.0700,570.7800,570.8500,17277
2025-07-29 05:45:00,570.5700,571.0100,570.5000,570.8400,22748
2025-07-29 05:30:00,570.5300,570.6800,570.5000,570.5900,16610
2025-07-29 05:15:00,570.6500,570.7000,570.4200,570.5100,10042
2025-07-29 05:00:00,570.4900,570.6800,570.4900,570.6500,11203
2025-07-29 04:45:00,570.5500,570.5600,570.4000,570.4600,7730
2025-07-29 04:30:00,570.6100,570.6600,570.4900,570.5600,26048
2025-07-29 04:15:00,570.6500,570.7100,570.5000,570.6100,18907
2025-07-29 04:00:00,570.5900,570.7100,570.0000,570.6500,35817
2025-07-28 19:45:00,569.0000,569.0800,568.9405,569.0700,11400
2025-07-28 19:30:00,568.9450,569.0500,568.9300,569.0000,5263
2025-07-28 19:15:00,568.8400,568.9600,568.7900,568.9201,3906
2025-07-28 19:00:00,569.0410,569.0800,568.8100,568.8500,10958
2025-07-28 18:45:00,568.9200,569.0700,568.8900,568.9900,5252
2025-07-28 18:30:00,568.9200,568.9900,568.8400,568.8900,7977
2025-07-28 18:15:00,568.8400,569.0300,568.8400,568.9200,26839
2025-07-28 18:00:00,568.5000,568.8500,568.4900,568.8300,16843
2025-07-28 17:45:00,568.4950,568.5900,568.4500,568.4500,6796
2025-07-28 17:30:00,568.5500,568.6000,568.4400,568.5200,7347
2025-07-28 17:15:00,568.5200,568.6657,454.0418,568.5500,8017
2025-07-28 17:00:00,568.6000,568.6800,454.0418,568.5100,123238
2025-07-28 16:45:00,568.6000,568.7100,456.9014,568.6100,47767
2025-07-28 16:30:00,568.5300,568.6500,483.3000,568.6000,47569
2025-07-28 16:15:00,568.1400,568.5999,566.2593,568.5300,268747
2025-07-28 16:00:00,568.2000,568.4800,472.5600,568.3600,2559519
2025-07-28 15:45:00,567.6100,568.2900,567.4700,568.2000,2980396
2025-07-28 15:30:00,567.4600,567.6100,567.3000,567.6035,1201609
2025-07-28 15:15:00,567.4050,567.5500,567.1800,567.4600,673205
2025-07-28 15:00:00,567.4600,567.5350,567.2200,567.3900,1151440
2025-07-28 14:45:00,567.3300,567.6600,567.2150,567.4701,808742
2025-07-28 14:30:00,567.4700,567.5351,567.0895,567.3300,610476
2025-07-28 14:15:00,567.5100,567.6700,567.2100,567.4700,895755
2025-07-28 14:00:00,567.4400,567.6180,566.9600,567.5200,1136417
2025-07-28 13:45:00,567.9900,568.0452,567.4100,567.4450,467667
2025-07-28 13:30:00,567.5350,568.0401,567.5200,567.9800,490849
2025-07-28 13:15:00,568.0100,568.0400,567.3000,567.5301,777307
2025-07-28 13:00:00,568.0500,568.1000,567.6100,568.0200,786362
2025-07-28 12:45:00,568.1000,568.1050,567.7800,568.0400,631096
2025-07-28 12:30:00,568.2550,568.2650,567.9600,568.1000,581175
2025-07-28 12:15:00,568.0777,568.5700,568.0300,568.2550,923898
2025-07-28 12:00:00,568.2500,568.2500,567.7700,568.0700,851742
2025-07-28 11:45:00,568.1000,568.3800,568.0200,568.2450,790045
2025-07-28 11:30:00,567.9250,568.1600,567.8500,568.1000,788013
2025-07-28 11:15:00,568.1800,568.3000,566.8700,567.9167,1657120
2025-07-28 11:00:00,568.2300,568.3900,568.0100,568.1800,729432
2025-07-28 10:45:00,568.4500,568.5300,567.9800,568.2350,737128
2025-07-28 10:30:00,568.4400,568.8300,568.2900,568.4500,897311
2025-07-28 10:15:00,568.7600,568.9000,567.8100,568.4600,1299998
2025-07-28 10:00:00,568.8600,569.0400,568.4400,568.7653,1626901
2025-07-28 09:45:00,568.2800,568.8800,568.1400,568.8600,1836369
2025-07-28 09:30:00,567.7400,568.5100,567.5400,568.2800,2661381
2025-07-28 09:15:00,567.8000,568.0500,565.2600,567.7050,152405
2025-07-28 09:00:00,568.7205,568.7500,567.6700,567.8200,208240
2025-07-28 08:45:00,568.7100,568.8850,566.3700,568.7400,61563
2025-07-28 08:30:00,568.5600,568.7300,568.2900,568.7000,66093
2025-07-28 08:15:00,568.1200,568.6400,566.3700,568.5900,57997
2025-07-28 08:00:00,568.5300,570.4000,565.9460,568.1500,129384
2025-07-28 07:45:00,568.4900,568.6100,568.3700,568.4800,14687
2025-07-28 07:30:00,568.3700,568.6200,568.3700,568.5000,15599
2025-07-28 07:15:00,568.5600,568.5800,568.3200,568.4000,17689
2025-07-28 07:00:00,568.2700,568.5700,568.1900,568.5500,23513
2025-07-28 06:45:00,568.4800,568.5000,568.0700,568.2900,34029
2025-07-28 06:30:00,568.8200,568.8900,568.4600,568.4600,16187
2025-07-28 06:15:00,568.9300,569.0700,568.7500,568.8500,10445
2025-07-28 06:00:00,569.0400,569.0400,568.8300,568.9300,11463
2025-07-28 05:45:00,569.0700,569.1800,568.9700,569.0500,16966
2025-07-28 05:30:00,569.1200,569.2900,569.0300,569.0800,7831
2025-07-28 05:15:00,569.3400,569.4100,569.0000,569.1300,20336
2025-07-28 05:00:00,569.3000,569.4100,569.2400,569.3300,8593
2025-07-28 04:45:00,569.3800,569.4400,569.2500,569.3000,17042
2025-07-28 04:30:00,569.3300,569.4600,569.2600,569.3800,13812
2025-07-28 04:15:00,569.2600,569.5100,569.2000,569.3300,14333
2025-07-28 04:00:00,568.5100,569.8800,568.5100,569.2700,53748
2025-07-25 19:45:00,566.9997,567.0600,566.9600,566.9800,4872
2025-07-25 19:30:00,566.9400,567.0800,566.9000,566.9750,5015
2025-07-25 19:15:00,567.0350,567.0800,566.8600,566.9000,6916
2025-07-25 19:00:00,566.9100,567.0350,566.8800,567.0230,6622
2025-07-25 18:45:00,566.8400,566.9500,566.8400,566.9100,1384
2025-07-25 18:30:00,566.9350,567.0200,566.8400,566.8706,919
2025-07-25 18:15:00,566.9000,567.0200,566.7800,566.8500,9633
2025-07-25 18:00:00,566.8400,567.0500,566.7000,566.9500,14176
2025-07-25 17:45:00,566.7500,566.8800,566.7500,566.8500,1621
2025-07-25 17:30:00,566.7900,566.8800,566.7200,566.7500,4062
2025-07-25 17:15:00,566.8000,566.8000,566.6800,566.7800,3891
2025-07-25 17:00:00,566.8250,566.9900,566.3700,566.7400,87498
2025-07-25 16:45:00,566.8800,566.9910,566.8100,566.9700,38450
2025-07-25 16:30:00,566.7200,566.9900,566.0700,566.8800,105645
2025-07-25 16:15:00,566.3700,566.8000,564.9946,566.7300,688417
2025-07-25 16:00:00,566.3800,566.9700,565.9600,566.6800,1996865
2025-07-25 15:45:00,566.7400,566.9100,566.0600,566.3900,3261810
2025-07-25 15:30:00,566.8050,567.0852,566.7150,566.7350,1117805
2025-07-25 15:15:00,566.9896,567.2004,566.7950,566.8200,986002
2025-07-25 15:00:00,566.9000,567.1200,566.8000,567.0000,484936
2025-07-25 14:45:00,567.2500,567.3100,566.8700,566.9150,1327528
2025-07-25 14:30:00,567.1300,567.2800,566.9800,567.2500,475888
2025-07-25 14:15:00,566.9800,567.3200,566.9700,567.1250,451607
2025-07-25 14:00:00,566.8300,567.0000,566.5500,566.9700,594144
2025-07-25 13:45:00,567.0100,567.0700,566.7600,566.8200,433429
2025-07-25 13:30:00,566.9700,567.2090,566.9100,567.0000,456699
2025-07-25 13:15:00,567.0100,567.1200,566.6720,566.9700,512067
2025-07-25 13:00:00,567.0900,567.1100,566.9096,567.0150,562132
2025-07-25 12:45:00,567.2200,567.3300,567.0200,567.1000,474599
2025-07-25 12:30:00,567.4000,567.6950,567.1300,567.2126,1062198
2025-07-25 12:15:00,566.9200,567.5900,566.7600,567.4150,1379512
2025-07-25 12:00:00,566.3900,567.0500,566.2900,566.9289,1721636
2025-07-25 11:45:00,565.9900,566.4800,565.9600,566.3901,756787
2025-07-25 11:30:00,566.3500,566.5400,565.9500,566.0100,689885
2025-07-25 11:15:00,566.0050,566.4300,565.9700,566.3550,833317
2025-07-25 11:00:00,566.0200,566.0900,565.7300,566.0000,775900
2025-07-25 10:45:00,566.1100,566.2800,565.6600,566.0200,1131830
2025-07-25 10:30:00,566.0300,566.3700,565.7500,566.1000,1094205
2025-07-25 10:15:00,566.0400,566.1200,565.6800,566.0300,1107297
2025-07-25 10:00:00,565.6800,566.3100,565.5300,566.0400,1359767
2025-07-25 09:45:00,565.0200,566.1100,564.9900,565.6520,2084303
2025-07-25 09:30:00,564.9300,565.3900,564.2700,564.9800,2293684
2025-07-25 09:15:00,564.8800,565.3000,564.7900,564.9490,74945
2025-07-25 09:00:00,565.2100,565.2700,564.6295,564.8900,126406
2025-07-25 08:45:00,565.1750,565.2800,565.0100,565.2299,36472
2025-07-25 08:30:00,565.3699,565.5900,565.1600,565.1900,41492
2025-07-25 08:15:00,565.0500,565.4700,564.5870,565.3400,46373
2025-07-25 08:00:00,565.0712,566.6500,564.7785,565.0200,123335
2025-07-25 07:45:00,565.3600,565.3600,564.9800,565.0800,14722
2025-07-25 07:30:00,565.2800,565.4500,565.1300,565.4200,7687
2025-07-25 07:15:00,565.4300,565.4700,565.2000,565.3800,8905
2025-07-25 07:00:00,565.5900,565.6400,565.3100,565.4600,15465
2025-07-25 06:45:00,565.5200,565.6900,565.4800,565.6000,13243
2025-07-25 06:30:00,565.2900,565.5400,565.2800,565.5100,8762
2025-07-25 06:15:00,565.2600,565.3900,565.1900,565.2700,9636
2025-07-25 06:00:00,565.2500,565.3100,565.2000,565.2800,3242
2025-07-25 05:45:00,565.2500,565.2900,565.0800,565.2500,6782
2025-07-25 05:30:00,565.1500,565.3400,565.1500,565.2200,3207
2025-07-25 05:15:00,565.0600,565.1600,564.8600,565.1600,12318
2025-07-25 05:00:00,565.2800,565.2800,564.9900,565.0500,10925
2025-07-25 04:45:00,565.2700,565.4400,565.2500,565.3000,6318
2025-07-25 04:30:00,565.2200,565.4300,565.2100,565.2600,6152
2025-07-25 04:15:00,565.1600,565.2000,564.7000,565.2000,13359
2025-07-25 04:00:00,565.1100,565.7800,565.0300,565.1500,15348
2025-07-24 19:45:00,565.7500,565.9100,565.7101,565.8100,19322
2025-07-24 19:30:00,565.5400,565.7900,565.4200,565.7500,6712
2025-07-24 19:15:00,565.6600,565.6600,565.4700,565.5200,9968
2025-07-24 19:00:00,565.7000,565.7900,565.5400,565.6350,8036
2025-07-24 18:45:00,565.8500,565.8500,565.7000,565.7000,4797
2025-07-24 18:30:00,565.8600,565.8800,565.6800,565.8100,8585
2025-07-24 18:15:00,565.7900,566.0300,565.7500,565.8800,52600
2025-07-24 18:00:00,565.4900,565.7700,565.3590,565.7600,7179
2025-07-24 17:45:00,565.4800,565.5100,565.3600,565.4600,2232
2025-07-24 17:30:00,565.5200,565.5700,565.3600,565.4600,7874
2025-07-24 17:15:00,565.5350,565.5700,565.4300,565.4750,6478
2025-07-24 17:00:00,565.5300,565.5700,565.0100,565.5300,111054
2025-07-24 16:45:00,565.5600,566.5180,529.1189,565.5400,33655
2025-07-24 16:30:00,565.4600,565.6900,565.4300,565.5700,70920
2025-07-24 16:15:00,565.0100,565.5000,565.0100,565.4602,143842
2025-07-24 16:00:00,565.0900,565.8000,563.5991,565.5100,1857724
2025-07-24 15:45:00,565.8100,565.8250,564.9800,565.0900,5202537
2025-07-24 15:30:00,566.0500,566.1800,565.6900,565.8050,2916766
2025-07-24 15:15:00,565.7950,566.2400,565.7700,566.0650,2102413
2025-07-24 15:00:00,565.7150,566.0300,565.6200,565.7900,1709094
2025-07-24 14:45:00,565.7700,565.8200,565.1500,565.7100,1319800
2025-07-24 14:30:00,566.0700,566.1997,565.6800,565.7720,993381
2025-07-24 14:15:00,566.0400,566.1500,565.8400,566.0700,1028246
2025-07-24 14:00:00,565.3293,566.2300,565.3093,566.0300,1628210
2025-07-24 13:45:00,565.4600,565.7300,565.2500,565.3200,665413
2025-07-24 13:30:00,565.4600,565.7400,565.3200,565.4600,609870
2025-07-24 13:15:00,566.0000,566.2300,565.4300,565.4550,895316
2025-07-24 13:00:00,565.0000,566.0300,564.9100,565.9810,1080281
2025-07-24 12:45:00,564.8000,565.1097,564.5950,565.0100,780386
2025-07-24 12:30:00,564.5450,564.9451,564.3800,564.8001,955929
2025-07-24 12:15:00,564.6600,565.0300,564.2700,564.5400,1123998
2025-07-24 12:00:00,565.3950,565.4300,564.6000,564.6750,1184642
2025-07-24 11:45:00,565.2100,565.7200,565.1200,565.4200,1024958
2025-07-24 11:30:00,565.2700,565.3500,564.9748,565.2100,893496
2025-07-24 11:15:00,565.4400,565.6400,565.1300,565.2650,846822
2025-07-24 11:00:00,565.0800,565.5200,565.0400,565.4500,1171296
2025-07-24 10:45:00,564.6000,565.2900,564.5800,565.0700,1212133
2025-07-24 10:30:00,564.1200,564.8050,564.0300,564.5950,1036021
2025-07-24 10:15:00,563.6400,564.2900,563.3700,564.1100,1362784
2025-07-24 10:00:00,564.8800,564.9100,563.2950,563.6300,2243603
2025-07-24 09:45:00,564.8100,565.7700,564.4800,564.8500,1584618
2025-07-24 09:30:00,565.1300,565.7200,563.8700,564.7750,3651160
2025-07-24 09:15:00,564.6900,565.2396,564.5000,565.1200,147075
2025-07-24 09:00:00,564.7600,564.7900,560.9950,564.6800,122491
2025-07-24 08:45:00,564.3600,564.8000,563.8100,564.7500,194873
2025-07-24 08:30:00,565.2000,565.2900,563.8100,564.3700,240017
2025-07-24 08:15:00,565.5200,565.5300,563.8100,565.2300,61916
2025-07-24 08:00:00,564.9412,565.8400,563.8100,565.4800,81887
2025-07-24 07:45:00,565.6400,565.6600,565.3800,565.4100,18804
2025-07-24 07:30:00,565.5500,565.8400,565.4200,565.5900,21617
2025-07-24 07:15:00,565.3300,565.6200,565.3000,565.5700,19007
2025-07-24 07:00:00,565.1300,565.3700,564.9500,565.3300,54966
2025-07-24 06:45:00,565.1700,565.1800,565.0000,565.1300,7837
2025-07-24 06:30:00,565.0800,565.2000,564.8700,565.2000,12022
2025-07-24 06:15:00,565.3500,565.4500,565.0100,565.0700,11314
2025-07-24 06:00:00,565.5500,565.6200,565.3400,565.3500,16209
2025-07-24 05:45:00,565.4900,565.7000,565.4900,565.5500,4803
2025-07-24 05:30:00,565.5000,565.6500,565.4400,565.4800,7415
2025-07-24 05:15:00,565.4800,565.5400,565.3300,565.4500,8445
2025-07-24 05:00:00,565.5400,565.5900,565.3700,565.4900,5456
2025-07-24 04:45:00,565.3300,565.5300,565.3300,565.5300,9073
2025-07-24 04:30:00,565.3400,565.4900,565.2800,565.3700,12828
2025-07-24 04:15:00,565.0700,565.3600,565.0700,565.3400,18537
2025-07-24 04:00:00,565.6300,565.6300,564.4700,565.0400,22491
2025-07-23 19:45:00,565.5800,565.7500,565.5000,565.6700,33029
