stock,timestamp,open,high,low,close,volume
GOOGL,2025-08-01 19:45:00,188.5300,188.7000,188.2000,188.4000,6530
GOOGL,2025-08-01 19:30:00,188.6000,188.7100,188.5000,188.6100,4684
GOOGL,2025-08-01 19:15:00,188.7088,188.7100,188.5000,188.6000,3351
GOOGL,2025-08-01 19:00:00,188.7100,188.9500,188.5000,188.7082,4739
GOOGL,2025-08-01 18:45:00,188.7000,188.9288,188.6100,188.9288,6553
GOOGL,2025-08-01 18:30:00,188.6500,188.9000,188.6400,188.6900,3502
GOOGL,2025-08-01 18:15:00,188.8800,189.0100,188.6500,188.7300,5283
GOOGL,2025-08-01 18:00:00,189.0000,189.0500,188.6561,188.9600,10389
GOOGL,2025-08-01 17:45:00,188.9000,189.1300,188.9000,189.0500,9329
GOOGL,2025-08-01 17:30:00,188.9800,189.0600,188.9000,189.0000,6120
GOOGL,2025-08-01 17:15:00,188.9600,188.9800,182.1491,182.1491,4100
GOOGL,2025-08-01 17:00:00,188.8400,189.1300,183.3000,188.9500,9546
GOOGL,2025-08-01 16:45:00,188.8700,189.1300,188.7800,188.8400,20184
GOOGL,2025-08-01 16:30:00,189.0600,189.1300,188.7800,188.9100,153273
GOOGL,2025-08-01 16:15:00,189.1300,189.1300,188.7800,189.0600,8216
GOOGL,2025-08-01 16:00:00,189.0850,189.1400,188.7500,189.0684,6699389
GOOGL,2025-08-01 15:45:00,188.9000,189.3600,188.8000,189.0850,3182536
GOOGL,2025-08-01 15:30:00,188.8300,189.0300,188.5500,188.9050,895848
GOOGL,2025-08-01 15:15:00,188.9500,189.0300,188.6550,188.8200,1080765
GOOGL,2025-08-01 15:00:00,189.0000,189.1001,188.7000,188.9501,672129
GOOGL,2025-08-01 14:45:00,189.3450,189.3450,188.8000,189.0099,627007
GOOGL,2025-08-01 14:30:00,189.0600,189.3447,188.9776,189.3400,730666
GOOGL,2025-08-01 14:15:00,188.7650,189.1200,188.6800,189.0600,620772
GOOGL,2025-08-01 14:00:00,188.8700,188.9400,188.5200,188.7600,691495
GOOGL,2025-08-01 13:45:00,188.8750,189.0100,188.6700,188.8800,613515
