stock,timestamp,open,high,low,close,volume
AAPL,2025-08-01 19:45:00,202.2600,202.3500,202.2500,202.3000,27517
AAPL,2025-08-01 19:30:00,202.3900,202.4000,202.2500,202.2500,18836
AAPL,2025-08-01 19:15:00,202.4100,202.5000,202.3800,202.3900,13809
AAPL,2025-08-01 19:00:00,202.5600,202.5600,202.4000,202.4100,24522
AAPL,2025-08-01 18:45:00,202.5300,202.5800,202.5000,202.5400,14926
AAPL,2025-08-01 18:30:00,202.6400,202.6900,202.5000,202.5100,19270
AAPL,2025-08-01 18:15:00,202.6800,202.7500,202.5536,202.6800,12360
AAPL,2025-08-01 18:00:00,202.6800,202.7500,202.3800,202.6010,1498132
AAPL,2025-08-01 17:45:00,202.4900,202.6800,202.3800,202.6800,5383414
AAPL,2025-08-01 17:30:00,202.5200,216.3137,202.3800,202.4500,161725
AAPL,2025-08-01 17:15:00,202.5300,216.3137,202.5000,202.5197,11996
AAPL,2025-08-01 17:00:00,202.5499,202.5500,197.5887,202.5300,44107
AAPL,2025-08-01 16:45:00,202.4600,202.7600,202.3800,202.5400,41752
AAPL,2025-08-01 16:30:00,202.4500,202.5000,202.3800,202.4900,485762
AAPL,2025-08-01 16:15:00,202.4406,202.5300,202.3800,202.4500,2053085
AAPL,2025-08-01 16:00:00,202.2700,202.6700,202.2600,202.4600,18239969
AAPL,2025-08-01 15:45:00,202.6400,203.5500,202.1700,202.2700,6062968
AAPL,2025-08-01 15:30:00,203.1800,203.2191,202.5700,202.6404,2354174
AAPL,2025-08-01 15:15:00,203.5900,203.7900,202.9000,203.1900,2082492
AAPL,2025-08-01 15:00:00,203.8100,204.0200,203.3200,203.6000,1730843
AAPL,2025-08-01 14:45:00,204.2169,204.3212,203.5750,203.8100,1789126
AAPL,2025-08-01 14:30:00,203.5500,204.2700,203.3700,204.2100,2082265
AAPL,2025-08-01 14:15:00,202.4700,203.7300,202.4100,203.5500,1917322
AAPL,2025-08-01 14:00:00,202.2171,202.8792,202.1900,202.4800,1920445
AAPL,2025-08-01 13:45:00,201.8500,202.5500,201.7000,202.2180,2112486
AAPL,2025-08-01 13:30:00,201.9801,202.5000,201.6301,201.8511,2075937
AAPL,2025-08-01 13:15:00,201.7656,202.3000,201.5000,201.9825,1743854
AAPL,2025-08-01 13:00:00,202.0700,202.3650,201.5400,201.7700,2190499
AAPL,2025-08-01 12:45:00,203.0000,203.2895,201.9601,202.0850,2619388
AAPL,2025-08-01 12:30:00,202.7600,203.2800,202.6200,203.0300,1947839
AAPL,2025-08-01 12:15:00,203.1400,203.2100,202.6500,202.7500,2278614
AAPL,2025-08-01 12:00:00,203.7100,204.0100,202.9650,203.1500,2346029
AAPL,2025-08-01 11:45:00,204.4200,204.6000,203.5850,203.7300,2037375
AAPL,2025-08-01 11:30:00,203.4200,204.5900,203.2250,204.4300,2598825
AAPL,2025-08-01 11:15:00,204.0400,204.4000,203.0700,203.4400,2500984
AAPL,2025-08-01 11:00:00,204.0300,204.5850,203.6900,204.0500,2694958
AAPL,2025-08-01 10:45:00,203.7800,204.4400,203.7596,204.0399,2642496
AAPL,2025-08-01 10:30:00,205.3300,205.7300,203.6200,203.7450,3909807
AAPL,2025-08-01 10:15:00,206.3650,206.8450,204.3700,205.3600,5167082
AAPL,2025-08-01 10:00:00,207.0400,207.4700,205.5200,206.3650,4755805
AAPL,2025-08-01 09:45:00,208.2000,208.4600,206.2700,207.0450,6311878
AAPL,2025-08-01 09:30:00,210.8650,213.5800,208.1686,208.1950,10795544
AAPL,2025-08-01 09:15:00,212.0000,212.0530,207.5700,210.8000,301203
AAPL,2025-08-01 09:00:00,211.1300,212.6400,211.0900,212.0400,380571
AAPL,2025-08-01 08:45:00,211.4200,211.4800,211.1000,211.1000,145545
AAPL,2025-08-01 08:30:00,211.1100,211.4800,210.3194,211.4000,230302
AAPL,2025-08-01 08:15:00,211.4100,211.4969,207.5700,211.1991,85528
AAPL,2025-08-01 08:00:00,210.9500,212.3500,207.5700,211.4000,387610
AAPL,2025-08-01 07:45:00,211.4500,211.4700,211.0300,211.1600,38091
AAPL,2025-08-01 07:30:00,211.1800,211.5000,211.1500,211.4400,67836
AAPL,2025-08-01 07:15:00,211.1400,211.2600,210.9100,211.1800,38673
AAPL,2025-08-01 07:00:00,210.7500,211.2400,210.3300,211.0500,71594
AAPL,2025-08-01 06:45:00,210.5200,210.8600,210.4700,210.7500,44237
AAPL,2025-08-01 06:30:00,211.0200,211.0900,210.5300,210.5300,40107
AAPL,2025-08-01 06:15:00,211.4200,211.5900,211.0000,211.0200,27063
AAPL,2025-08-01 06:00:00,211.6500,211.7000,211.0500,211.4300,33134
AAPL,2025-08-01 05:45:00,211.7700,211.9300,211.5500,211.6600,19701
AAPL,2025-08-01 05:30:00,211.7200,212.1000,211.6200,211.7600,37970
AAPL,2025-08-01 05:15:00,211.0200,211.7600,211.0100,211.7000,46335
AAPL,2025-08-01 05:00:00,210.6800,211.1900,210.6400,211.1000,46734
AAPL,2025-08-01 04:45:00,209.9100,210.9400,209.8500,210.6800,38003
AAPL,2025-08-01 04:30:00,211.1100,211.1800,209.4100,209.9800,83972
AAPL,2025-08-01 04:15:00,211.5600,211.8300,211.0000,211.0800,51628
AAPL,2025-08-01 04:00:00,212.1000,212.4800,211.3000,211.5200,83797
AAPL,2025-07-31 19:45:00,211.8000,212.9200,211.7500,212.6000,172842
AAPL,2025-07-31 19:30:00,211.0200,211.8200,211.0200,211.8000,116961
AAPL,2025-07-31 19:15:00,212.1700,212.1800,211.0100,211.0500,89938
AAPL,2025-07-31 19:00:00,212.3000,212.3000,211.9200,212.1700,90071
AAPL,2025-07-31 18:45:00,212.3000,212.5000,211.6001,212.2500,119409
AAPL,2025-07-31 18:30:00,212.8300,212.9900,211.5500,212.3097,158531
AAPL,2025-07-31 18:15:00,214.0000,214.0400,207.5700,212.8000,215591
AAPL,2025-07-31 18:00:00,212.6000,214.2353,207.5700,214.0000,1414234
AAPL,2025-07-31 17:45:00,214.0500,214.4800,207.5700,212.6100,1268285
AAPL,2025-07-31 17:30:00,214.3100,221.3281,208.8100,214.1000,866740
AAPL,2025-07-31 17:15:00,209.3499,221.3281,199.8160,214.4900,2534950
AAPL,2025-07-31 17:00:00,210.3400,220.5399,194.8664,209.3500,910549
AAPL,2025-07-31 16:45:00,212.4700,226.2517,202.0051,210.5000,2029950
AAPL,2025-07-31 16:30:00,209.4900,215.2800,207.5700,212.2900,5241764
AAPL,2025-07-31 16:15:00,209.0800,209.8300,207.5700,209.3800,773999
AAPL,2025-07-31 16:00:00,207.6100,209.4700,207.4000,209.0200,29185723
AAPL,2025-07-31 15:45:00,208.6725,208.7800,207.1600,207.6100,6308673
AAPL,2025-07-31 15:30:00,208.5700,208.8500,208.4000,208.6700,1937987
AAPL,2025-07-31 15:15:00,208.7700,209.0750,208.4900,208.5699,1553121
AAPL,2025-07-31 15:00:00,208.9600,209.3843,208.7200,208.7799,1794495
AAPL,2025-07-31 14:45:00,208.9300,209.2500,208.7000,208.9400,1219021
AAPL,2025-07-31 14:30:00,208.6100,209.0300,208.5400,208.9300,1463015
AAPL,2025-07-31 14:15:00,208.0300,208.7700,207.5800,208.6100,1695740
AAPL,2025-07-31 14:00:00,208.3000,208.5600,207.9200,208.0300,1256900
AAPL,2025-07-31 13:45:00,208.6500,208.9200,208.1400,208.3100,988718
AAPL,2025-07-31 13:30:00,208.6650,208.8800,208.3273,208.6550,1060447
AAPL,2025-07-31 13:15:00,209.6550,209.7000,208.5000,208.6650,1296510
AAPL,2025-07-31 13:00:00,209.0682,209.8400,208.7400,209.6610,1730696
AAPL,2025-07-31 12:45:00,209.2600,209.3799,208.9600,209.0672,1161925
AAPL,2025-07-31 12:30:00,208.9500,209.3200,208.8600,209.2500,961345
AAPL,2025-07-31 12:15:00,208.7900,208.9700,208.6100,208.9500,910178
AAPL,2025-07-31 12:00:00,208.6100,209.0000,208.6100,208.7900,940931
AAPL,2025-07-31 11:45:00,208.8300,208.8600,208.3157,208.6150,1206329
AAPL,2025-07-31 11:30:00,208.2700,208.9200,208.1700,208.8338,1581403
AAPL,2025-07-31 11:15:00,208.3300,208.5987,208.0700,208.2828,1338125
AAPL,2025-07-31 11:00:00,208.9800,209.2400,208.3100,208.3295,1463420
AAPL,2025-07-31 10:45:00,209.3100,209.3600,208.7200,208.9900,1996314
AAPL,2025-07-31 10:30:00,208.8600,209.5500,208.8593,209.3100,1763684
AAPL,2025-07-31 10:15:00,209.4900,209.6815,208.8100,208.8424,1716445
AAPL,2025-07-31 10:00:00,208.4400,209.6200,208.3700,209.4900,1932869
AAPL,2025-07-31 09:45:00,208.9300,209.0900,208.3700,208.4700,2131805
AAPL,2025-07-31 09:30:00,208.4900,209.4500,207.8200,208.9400,4362933
