SYMBOL,DATETIME,LOW,QUOTE,HIGH,CLOSE,VOLUME,INTERVAL,MSG
BYND,2025-10-21 10:02:00,2.07,2.095,2.18,2.15,8731778.0,1.0,
BYND,2025-10-21 10:03:00,2.12,2.14,2.16,2.135,1796925.0,1.0,
BYND,2025-10-21 10:04:00,2.14,2.14,2.18,2.175,2379170.0,1.0,bought
BYND,2025-10-21 10:05:00,2.12,2.19,2.24,2.1365,8660831.0,1.0,closed
BYND,2025-10-21 10:30:00,1.93,1.935,1.97,1.9493,2204280.0,1.0,
BYND,2025-10-21 10:31:00,1.94,1.95,2.03,2.018,3282229.0,1.0,
BYND,2025-10-21 10:32:00,2.01,2.0101,2.04,2.02,4886337.0,1.0,
BYND,2025-10-21 10:33:00,1.99,2.015,2.02,2.0,2411820.0,1.0,
BYND,2025-10-21 10:34:00,2.0,2.005,2.055,2.05,2617785.0,1.0,
BYND,2025-10-21 10:35:00,2.05,2.065,2.0944,2.0899,4368092.0,1.0,
BYND,2025-10-21 10:36:00,2.07,2.08,2.1,2.0999,2636450.0,1.0,
BYND,2025-10-21 10:37:00,2.05,2.095,2.14,2.055,5487288.0,1.0,
BYND,2025-10-21 10:38:00,2.06,2.065,2.1,2.085,1800883.0,1.0,
BYND,2025-10-21 10:39:00,2.07,2.0817,2.11,2.1,1215498.0,1.0,
BYND,2025-10-21 10:40:00,2.1,2.1,2.14,2.1397,2562338.0,1.0,
BYND,2025-10-21 10:41:00,2.08,2.14,2.14,2.11,3377945.0,1.0,
BYND,2025-10-21 10:42:00,2.03,2.115,2.12,2.0401,4121170.0,1.0,
BYND,2025-10-21 10:43:00,2.03,2.04,2.07,2.045,2905525.0,1.0,
BYND,2025-10-21 10:44:00,2.04,2.04,2.06,2.055,1151976.0,1.0,
BYND,2025-10-21 10:45:00,2.0,2.05,2.0505,2.0133,2317377.0,1.0,
BYND,2025-10-21 10:46:00,2.01,2.02,2.07,2.052,1942566.0,1.0,
BYND,2025-10-21 10:48:00,2.0,2.005,2.0093,2.0076,2517.0,1.0,
