stock,timestamp,open,high,low,close,volume
AAPL,2025-08-01 19:55:00,202.3300,202.3300,202.2500,202.3000,8262
AAPL,2025-08-01 19:50:00,202.2700,202.3500,202.2500,202.3200,10195
AAPL,2025-08-01 19:45:00,202.2600,202.2700,202.2500,202.2700,9060
AAPL,2025-08-01 19:40:00,202.3000,202.3200,202.2500,202.2500,6655
AAPL,2025-08-01 19:35:00,202.3800,202.3800,202.3000,202.3000,5396
AAPL,2025-08-01 19:30:00,202.3900,202.4000,202.3500,202.3700,6785
AAPL,2025-08-01 19:25:00,202.3999,202.4000,202.3800,202.3900,3577
AAPL,2025-08-01 19:20:00,202.4364,202.5000,202.3800,202.3800,3538
AAPL,2025-08-01 19:15:00,202.4100,202.5000,202.4000,202.4000,6694
AAPL,2025-08-01 19:10:00,202.4500,202.4600,202.4000,202.4100,5584
AAPL,2025-08-01 19:05:00,202.4500,202.4600,202.4000,202.4600,12853
AAPL,2025-08-01 19:00:00,202.5600,202.5600,202.4500,202.4600,6085
AAPL,2025-08-01 18:55:00,202.5600,202.5700,202.5100,202.5400,3768
AAPL,2025-08-01 18:50:00,202.5300,202.5800,202.5100,202.5500,5872
AAPL,2025-08-01 18:45:00,202.5300,202.5400,202.5000,202.5400,5286
AAPL,2025-08-01 18:40:00,202.5200,202.5600,202.5000,202.5100,6365
AAPL,2025-08-01 18:35:00,202.6300,202.6300,202.5000,202.5000,7073
AAPL,2025-08-01 18:30:00,202.6400,202.6900,202.5600,202.6200,5832
AAPL,2025-08-01 18:25:00,202.6400,202.6900,202.5536,202.6800,2896
AAPL,2025-08-01 18:20:00,202.7399,202.7500,202.6000,202.6300,3925
AAPL,2025-08-01 18:15:00,202.6800,202.7400,202.6000,202.7400,5539
AAPL,2025-08-01 18:10:00,202.5999,202.7500,202.5500,202.6010,6173
AAPL,2025-08-01 18:05:00,202.6800,202.7500,202.5500,202.5900,6046
AAPL,2025-08-01 18:00:00,202.6800,202.7000,202.3800,202.6400,1485913
AAPL,2025-08-01 17:55:00,202.6500,202.6800,202.3800,202.6800,8620
AAPL,2025-08-01 17:50:00,202.4900,202.6800,202.3800,202.6600,2689175
AAPL,2025-08-01 17:45:00,202.4900,202.5500,202.3800,202.5200,2685619
AAPL,2025-08-01 17:40:00,202.4800,216.3137,202.4000,202.4500,5091
AAPL,2025-08-01 17:35:00,202.5000,202.5000,202.4000,202.4900,2665
AAPL,2025-08-01 17:30:00,202.5200,215.1557,202.3800,202.5000,153969
AAPL,2025-08-01 17:25:00,202.5299,216.3137,202.5000,202.5197,2399
AAPL,2025-08-01 17:20:00,202.5100,202.5300,202.5000,202.5299,4742
AAPL,2025-08-01 17:15:00,202.5300,210.0157,202.5000,202.5000,4855
AAPL,2025-08-01 17:10:00,202.4300,202.5500,197.5887,202.5300,25625
