SYMBOL, DATETIME, LOW ,QUOTE, HIGH ,CLOSE , VOLUME , INTERVAL
OSRH,2025-08-27 09:30:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 09:45:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 10:00:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 10:15:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 10:30:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 10:45:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 11:00:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 11:15:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 11:30:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 11:45:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 12:00:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 12:15:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 12:30:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 12:45:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 13:00:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 13:15:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 13:30:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 13:45:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 14:00:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 14:15:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 14:30:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 14:45:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 15:00:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 15:15:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 15:30:00,0.95,0.95,0.96,0.96,9903.0,15.0
OSRH,2025-08-27 15:45:00,0.95,0.95,0.96,0.96,9903.0,15.0
