SYMBOL, DATETIME, LOW ,QUOTE, HIGH ,CLOSE , VOLUME , INTERVAL
CRM,2025-08-15 09:30:00,234.63,236.0,240.46,240.31,980517.0,15.0
CRM,2025-08-15 09:45:00,239.1617,240.31,241.92,240.645,455514.0,15.0
CRM,2025-08-15 10:00:00,238.75,240.48,240.56,239.025,413880.0,15.0
CRM,2025-08-15 10:15:00,238.53,239.09,239.98,239.93,223224.0,15.0
CRM,2025-08-15 10:30:00,239.21,239.925,240.68,240.415,257867.0,15.0
CRM,2025-08-15 10:35:00,239.54,239.54,240.42,240.42,85528.0,5.0
CRM,2025-08-15 10:40:00,240.31,240.42,240.68,240.415,126869.0,5.0
CRM,2025-08-15 10:55:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 11:10:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 11:25:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 11:40:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 11:55:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 12:10:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 12:25:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 12:40:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 12:55:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 13:10:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 13:25:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 13:40:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 13:55:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 14:10:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 14:25:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 14:40:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 14:55:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 15:10:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 15:25:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 15:40:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 15:55:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 16:10:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 16:25:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 16:40:00,242.76,242.95,242.95,242.76,473.0,15.0
CRM,2025-08-15 16:55:00,242.76,242.95,242.95,242.76,473.0,15.0
