stock,timestamp,open,high,low,close,volume
MSFT,2025-08-01 19:45:00,523.7200,523.7800,523.5000,523.6600,5029
MSFT,2025-08-01 19:30:00,523.6700,523.9000,523.6700,523.7000,2555
MSFT,2025-08-01 19:15:00,524.0100,524.2000,523.6700,523.8000,2889
MSFT,2025-08-01 19:00:00,524.1100,524.4500,524.0000,524.1000,3094
MSFT,2025-08-01 18:45:00,524.5900,524.5900,524.0000,524.1200,2407
MSFT,2025-08-01 18:30:00,524.4800,524.5900,524.0000,524.2950,2585
MSFT,2025-08-01 18:15:00,524.6000,524.7200,524.1000,524.3900,3284
MSFT,2025-08-01 18:00:00,524.7300,524.7500,524.5000,524.6100,1668
MSFT,2025-08-01 17:45:00,524.1800,524.7500,524.0712,524.7300,5759
MSFT,2025-08-01 17:30:00,524.2250,524.9000,508.2750,524.3200,5202
MSFT,2025-08-01 17:15:00,523.6500,524.4500,500.9224,524.1900,2131
MSFT,2025-08-01 17:00:00,523.9650,524.1100,500.6910,523.9025,5335
MSFT,2025-08-01 16:45:00,524.2200,524.4900,523.4900,524.0000,17623
MSFT,2025-08-01 16:30:00,524.0500,524.3000,523.5100,524.2900,256911
MSFT,2025-08-01 16:15:00,523.4750,524.5930,522.6000,524.0700,34876
MSFT,2025-08-01 16:00:00,524.0000,524.5100,523.0300,523.4750,7468431
MSFT,2025-08-01 15:45:00,524.2000,526.2600,523.6200,524.0000,2219052
MSFT,2025-08-01 15:30:00,524.0900,524.3650,523.1600,524.1600,668397
MSFT,2025-08-01 15:15:00,524.2000,524.7100,523.6400,524.1400,669303
MSFT,2025-08-01 15:00:00,524.5100,524.8000,524.1400,524.2000,440479
MSFT,2025-08-01 14:45:00,524.7300,524.7899,524.0600,524.5100,459412
MSFT,2025-08-01 14:30:00,524.2750,524.9900,524.1000,524.7100,506618
MSFT,2025-08-01 14:15:00,522.9700,524.4300,522.7500,524.2700,553551
MSFT,2025-08-01 14:00:00,523.4050,523.7600,522.4000,522.9700,587748
MSFT,2025-08-01 13:45:00,523.1200,524.0199,522.8400,523.4150,501596
MSFT,2025-08-01 13:30:00,523.2400,524.0200,522.7300,523.1450,506402
MSFT,2025-08-01 13:15:00,522.0000,523.3000,521.9800,523.2500,686011
MSFT,2025-08-01 13:00:00,521.0300,522.5200,520.8600,522.0500,821156
MSFT,2025-08-01 12:45:00,523.0800,523.1900,520.8900,521.0450,813861
MSFT,2025-08-01 12:30:00,524.2200,524.2594,523.0115,523.1350,689105
MSFT,2025-08-01 12:15:00,524.0700,524.7500,523.6200,524.2800,612647
MSFT,2025-08-01 12:00:00,524.2700,524.8500,523.7400,524.0900,763958
MSFT,2025-08-01 11:45:00,524.2400,524.8100,523.0000,524.2700,680116
MSFT,2025-08-01 11:30:00,523.6250,524.2700,522.6400,524.2400,860023
MSFT,2025-08-01 11:15:00,524.1800,525.0500,523.3001,523.6250,951419
MSFT,2025-08-01 11:00:00,525.5850,525.6400,524.0000,524.2000,806626
MSFT,2025-08-01 10:45:00,526.8050,527.4500,525.1630,525.4600,715568
MSFT,2025-08-01 10:30:00,528.0000,529.2500,526.6300,526.8050,1190655
MSFT,2025-08-01 10:15:00,527.3400,528.2700,526.8300,527.9500,1310220
MSFT,2025-08-01 10:00:00,529.4500,530.4000,527.2900,527.3700,1332054
MSFT,2025-08-01 09:45:00,530.6550,530.9100,528.3100,529.4750,1461819
MSFT,2025-08-01 09:30:00,535.0000,535.8000,529.7826,530.6550,2619544
MSFT,2025-08-01 09:15:00,532.2900,536.0000,530.5000,535.1300,100826
MSFT,2025-08-01 09:00:00,533.0000,534.0000,532.1300,532.4000,39758
MSFT,2025-08-01 08:45:00,536.5200,537.0000,532.5000,533.0200,56802
MSFT,2025-08-01 08:30:00,536.7300,537.0000,535.0100,536.5067,66305
MSFT,2025-08-01 08:15:00,536.7500,536.9300,533.5000,536.5500,17296
MSFT,2025-08-01 08:00:00,533.5000,539.1757,533.5000,536.8000,428171
MSFT,2025-08-01 07:45:00,537.7600,538.3500,537.1600,538.3400,9694
MSFT,2025-08-01 07:30:00,536.7200,538.0000,536.6300,537.7700,13159
MSFT,2025-08-01 07:15:00,536.7800,536.9700,536.5800,536.8100,8327
MSFT,2025-08-01 07:00:00,536.5500,536.9900,536.0300,536.7800,15127
MSFT,2025-08-01 06:45:00,536.7500,537.0900,536.0200,536.2300,8462
MSFT,2025-08-01 06:30:00,537.3200,537.5000,536.5400,536.9200,5304
MSFT,2025-08-01 06:15:00,537.3400,537.6100,537.0000,537.4700,5091
MSFT,2025-08-01 06:00:00,537.8300,537.9800,537.0500,537.3400,4810
MSFT,2025-08-01 05:45:00,537.7400,538.1700,537.6000,537.8900,6593
MSFT,2025-08-01 05:30:00,537.1700,538.0000,537.0000,537.7100,6971
MSFT,2025-08-01 05:15:00,538.1000,538.2100,537.0900,537.1100,10958
MSFT,2025-08-01 05:00:00,538.1000,539.0000,537.6200,538.1000,8588
MSFT,2025-08-01 04:45:00,538.5900,538.6100,536.8900,538.1000,19980
MSFT,2025-08-01 04:30:00,537.6800,538.6800,537.0100,538.5900,19239
MSFT,2025-08-01 04:15:00,537.2900,539.2500,537.2600,537.7000,24455
MSFT,2025-08-01 04:00:00,535.0000,538.5800,535.0000,537.2700,28777
MSFT,2025-07-31 19:45:00,538.6000,538.6000,537.5000,537.5700,10224
MSFT,2025-07-31 19:30:00,538.8800,539.0000,538.0000,538.3000,6382
MSFT,2025-07-31 19:15:00,538.5500,539.0000,538.0000,538.5650,7429
MSFT,2025-07-31 19:00:00,538.4500,539.0000,537.6000,538.2600,11558
MSFT,2025-07-31 18:45:00,539.0000,539.0000,538.0000,538.9202,18980
MSFT,2025-07-31 18:30:00,539.0750,539.5000,537.5000,539.0000,20781
MSFT,2025-07-31 18:15:00,540.2000,540.4000,533.5000,539.0750,36272
