SYMBOL,DATETIME,LOW,QUOTE,HIGH,CLOSE,VOLUME,INTERVAL,MSG
ELBM,2025-10-13 10:15:00,3.27,3.3,5.63,1.65,79724840.0,1.0,
ELBM,2025-10-13 10:16:00,4.975,4.9896,5.21,5.1701,606235.0,1.0,
ELBM,2025-10-13 10:17:00,4.94,4.955,5.1299,5.0501,389470.0,1.0,
ELBM,2025-10-13 10:18:00,4.88,5.0251,5.1,4.885,425148.0,1.0,
ELBM,2025-10-13 10:19:00,4.65,4.84,4.8683,4.7,275746.0,1.0,
ELBM,2025-10-13 10:20:00,4.64,4.69,4.83,4.785,279467.0,1.0,
ELBM,2025-10-13 10:21:00,4.73,4.7991,4.85,4.8199,151063.0,1.0,
ELBM,2025-10-13 10:22:00,4.8701,4.89,5.1,5.075,494786.0,1.0,bought
ELBM,2025-10-13 10:23:00,5.2099,5.21,5.4099,5.39,820910.0,1.0,
ELBM,2025-10-13 10:24:00,5.06,5.27,5.32,5.12,574406.0,1.0,closed
ELBM,2025-10-13 10:25:00,5.0625,5.15,5.23,5.115,305300.0,1.0,
ELBM,2025-10-13 10:26:00,5.04,5.2588,5.3696,5.16,654578.0,1.0,
ELBM,2025-10-13 10:27:00,4.7,5.0,5.01,4.86,698304.0,1.0,
ELBM,2025-10-13 10:28:00,4.91,4.9399,4.98,4.925,184377.0,1.0,
ELBM,2025-10-13 10:29:00,4.99,5.005,5.09,5.0013,284253.0,1.0,
ELBM,2025-10-13 10:30:00,4.87,5.02,5.08,4.945,315441.0,1.0,
ELBM,2025-10-13 10:31:00,4.82,4.83,4.95,4.889,203174.0,1.0,
ELBM,2025-10-13 10:32:00,4.81,4.84,4.87,4.85,191161.0,1.0,
ELBM,2025-10-13 10:33:00,4.81,4.8756,4.92,4.82,150550.0,1.0,
ELBM,2025-10-13 10:34:00,4.68,4.685,4.77,4.745,245254.0,1.0,
ELBM,2025-10-13 10:35:00,4.75,4.775,4.8501,4.8501,182707.0,1.0,
ELBM,2025-10-13 10:36:00,4.8303,4.835,4.94,4.86,188800.0,1.0,
ELBM,2025-10-13 10:37:00,4.8,4.895,4.895,4.8,134633.0,1.0,
ELBM,2025-10-13 10:38:00,4.75,4.8,4.88,4.8201,159568.0,1.0,
ELBM,2025-10-13 10:39:00,4.81,4.8801,5.32,5.22,740910.0,1.0,bought
ELBM,2025-10-13 10:40:00,5.1,5.1801,5.2399,5.12,513434.0,1.0,closed
ELBM,2025-10-13 10:41:00,5.11,5.145,5.27,5.168,592144.0,1.0,
ELBM,2025-10-13 10:42:00,5.11,5.1118,5.23,5.1298,394765.0,1.0,
ELBM,2025-10-13 10:43:00,5.11,5.24,5.29,5.1215,630198.0,1.0,
ELBM,2025-10-13 10:44:00,5.0494,5.15,5.2,5.0801,456795.0,1.0,
ELBM,2025-10-13 10:45:00,4.97,5.1199,5.15,5.06,400763.0,1.0,
ELBM,2025-10-13 10:46:00,5.0701,5.0701,5.1899,5.1208,257238.0,1.0,
ELBM,2025-10-13 10:47:00,5.12,5.18,5.25,5.1841,455334.0,1.0,
ELBM,2025-10-13 10:48:00,5.05,5.19,5.19,5.0607,302904.0,1.0,
ELBM,2025-10-13 10:49:00,4.78,5.051,5.06,4.88,486079.0,1.0,
ELBM,2025-10-13 10:50:00,4.92,4.93,4.97,4.95,113817.0,1.0,
ELBM,2025-10-13 10:51:00,4.85,4.91,4.9294,4.855,101637.0,1.0,
ELBM,2025-10-13 10:52:00,4.87,4.8999,4.94,4.92,128874.0,1.0,
ELBM,2025-10-13 10:53:00,4.91,4.96,5.04,5.0188,175512.0,1.0,
ELBM,2025-10-13 10:54:00,4.9525,4.9911,5.09,5.09,179921.0,1.0,
ELBM,2025-10-13 10:55:00,5.0,5.14,5.2,5.01,393794.0,1.0,
ELBM,2025-10-13 10:56:00,5.02,5.0639,5.08,5.05,72243.0,1.0,
ELBM,2025-10-13 10:57:00,5.0,5.0401,5.08,5.0307,211823.0,1.0,
ELBM,2025-10-13 10:58:00,5.02,5.0485,5.1413,5.112,334769.0,1.0,
ELBM,2025-10-13 10:59:00,4.8,5.175,5.58,5.11,2129939.0,1.0,
ELBM,2025-10-13 11:00:00,5.022,5.0286,5.33,5.265,586541.0,1.0,
ELBM,2025-10-13 11:01:00,5.27,5.36,5.48,5.3294,767256.0,1.0,
ELBM,2025-10-13 11:02:00,5.24,5.3399,5.41,5.3366,539071.0,1.0,
ELBM,2025-10-13 11:03:00,5.4,5.4,5.94,5.81,1659017.0,1.0,
ELBM,2025-10-13 11:04:00,5.811,5.825,6.1,5.895,1226386.0,1.0,
ELBM,2025-10-13 11:05:00,5.72,5.9,5.9599,5.8157,550011.0,1.0,
ELBM,2025-10-13 11:06:00,5.6,5.85,5.91,5.6303,643445.0,1.0,
ELBM,2025-10-13 11:07:00,5.665,5.71,5.82,5.79,370158.0,1.0,
ELBM,2025-10-13 11:08:00,5.64,5.72,5.93,5.88,669059.0,1.0,
ELBM,2025-10-13 11:09:00,5.8,5.8501,6.06,5.95,959500.0,1.0,
ELBM,2025-10-13 11:10:00,5.84,6.0,6.1599,5.8706,881050.0,1.0,
ELBM,2025-10-13 11:11:00,5.72,5.9286,5.94,5.81,402609.0,1.0,
ELBM,2025-10-13 11:12:00,5.63,5.68,5.81,5.73,290321.0,1.0,
ELBM,2025-10-13 11:13:00,5.7,5.74,5.87,5.81,284566.0,1.0,
ELBM,2025-10-13 11:14:00,5.75,5.81,5.84,5.778,185779.0,1.0,
ELBM,2025-10-13 11:15:00,5.71,5.805,5.86,5.74,222872.0,1.0,
ELBM,2025-10-13 11:16:00,5.535,5.72,5.75,5.5601,321689.0,1.0,
ELBM,2025-10-13 11:17:00,5.54,5.61,5.62,5.59,204763.0,1.0,
ELBM,2025-10-13 11:18:00,5.4815,5.57,5.68,5.68,317109.0,1.0,
ELBM,2025-10-13 11:19:00,5.3,5.6201,5.64,5.3517,484902.0,1.0,
ELBM,2025-10-13 11:20:00,5.38,5.395,5.56,5.52,191009.0,1.0,
ELBM,2025-10-13 11:21:00,5.4594,5.505,5.58,5.5198,194582.0,1.0,
ELBM,2025-10-13 11:22:00,5.57,5.5701,5.69,5.68,304130.0,1.0,
ELBM,2025-10-13 11:23:00,5.6601,5.677,5.82,5.6788,480018.0,1.0,
ELBM,2025-10-13 11:24:00,5.58,5.6811,5.7,5.63,207788.0,1.0,
ELBM,2025-10-13 11:25:00,5.61,5.62,5.6899,5.6501,89680.0,1.0,
ELBM,2025-10-13 11:26:00,5.64,5.65,5.79,5.7701,288568.0,1.0,
ELBM,2025-10-13 11:27:00,5.79,5.792,5.86,5.81,486579.0,1.0,
ELBM,2025-10-13 11:28:00,5.72,5.825,5.825,5.7801,211714.0,1.0,
ELBM,2025-10-13 11:29:00,5.68,5.76,5.79,5.72,224323.0,1.0,
ELBM,2025-10-13 11:30:00,5.59,5.7,5.87,5.6101,485305.0,1.0,
ELBM,2025-10-13 11:31:00,5.57,5.6099,5.62,5.5893,146601.0,1.0,
ELBM,2025-10-13 11:32:00,5.53,5.585,5.61,5.56,113658.0,1.0,
ELBM,2025-10-13 11:33:00,5.57,5.575,5.67,5.6394,129424.0,1.0,
ELBM,2025-10-13 11:34:00,5.53,5.625,5.65,5.5601,125943.0,1.0,
ELBM,2025-10-13 11:35:00,5.48,5.55,5.63,5.6099,215686.0,1.0,
ELBM,2025-10-13 11:36:00,5.54,5.59,5.6399,5.5899,121793.0,1.0,
ELBM,2025-10-13 11:37:00,5.52,5.59,5.5999,5.535,91893.0,1.0,
ELBM,2025-10-13 11:38:00,5.45,5.525,5.54,5.5,141632.0,1.0,
ELBM,2025-10-13 11:39:00,5.514,5.52,5.61,5.56,171541.0,1.0,
ELBM,2025-10-13 11:40:00,5.5101,5.57,5.62,5.56,101910.0,1.0,
ELBM,2025-10-13 11:41:00,5.50005,5.56,5.57,5.5501,76189.0,1.0,
ELBM,2025-10-13 11:42:00,5.45,5.54,5.56,5.48,186727.0,1.0,
ELBM,2025-10-13 11:43:00,5.4,5.471,5.4999,5.4401,242977.0,1.0,
ELBM,2025-10-13 11:44:00,5.4,5.4394,5.5,5.4801,167597.0,1.0,
ELBM,2025-10-13 11:45:00,5.48,5.48,5.56,5.53,112933.0,1.0,
ELBM,2025-10-13 11:46:00,5.28,5.52,5.525,5.315,380326.0,1.0,
ELBM,2025-10-13 11:47:00,5.19,5.31,5.3299,5.28,294533.0,1.0,
ELBM,2025-10-13 11:48:00,5.24,5.27,5.33,5.29,101496.0,1.0,
ELBM,2025-10-13 11:49:00,5.12,5.3,5.3,5.135,179132.0,1.0,
ELBM,2025-10-13 11:50:00,5.13,5.135,5.25,5.1799,158364.0,1.0,
ELBM,2025-10-13 11:51:00,5.12,5.175,5.21,5.2095,131957.0,1.0,
ELBM,2025-10-13 11:53:00,5.285,5.285,5.285,5.285,100.0,1.0,
ELBM,2025-10-13 11:54:00,5.27,5.285,5.3856,5.315,103819.0,1.0,
ELBM,2025-10-13 11:55:00,5.23,5.24,5.24,5.23,395.0,1.0,
ELBM,2025-10-13 11:56:00,5.26,5.26,5.2699,5.265,3150.0,1.0,
ELBM,2025-10-13 11:57:00,5.2,5.2007,5.21,5.2,1106.0,1.0,
ELBM,2025-10-13 11:58:00,5.03,5.07,5.08,5.0667,18116.0,1.0,
ELBM,2025-10-13 11:59:00,5.05,5.05,5.065,5.065,1846.0,1.0,
ELBM,2025-10-13 12:00:00,4.98,4.99,5.0006,4.98,6171.0,1.0,
ELBM,2025-10-13 12:01:00,5.072,5.072,5.11,5.11,11528.0,1.0,
ELBM,2025-10-13 12:02:00,5.2002,5.2198,5.2198,5.21,7000.0,1.0,
ELBM,2025-10-13 12:03:00,5.2924,5.3,5.32,5.32,5925.0,1.0,
ELBM,2025-10-13 12:04:00,5.29,5.295,5.295,5.29,5579.0,1.0,
ELBM,2025-10-13 12:05:00,5.2907,5.295,5.295,5.2907,650.0,1.0,
ELBM,2025-10-13 12:06:00,5.29,5.305,5.305,5.2908,2095.0,1.0,
ELBM,2025-10-13 12:07:00,5.22,5.22,5.2299,5.225,3424.0,1.0,
ELBM,2025-10-13 12:08:00,5.22,5.2214,5.2292,5.22,4392.0,1.0,
ELBM,2025-10-13 12:09:00,5.1501,5.1908,5.195,5.165,16334.0,1.0,
ELBM,2025-10-13 12:10:00,5.2615,5.315,5.315,5.2696,7217.0,1.0,
ELBM,2025-10-13 12:11:00,5.315,5.315,5.33,5.32,3924.0,1.0,
ELBM,2025-10-13 12:12:00,5.395,5.42,5.45,5.4301,53790.0,1.0,
